FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource,postcode_clean,msoa_code,assignment_method,msoa_name,borough_code,borough_name
520238,Co-Operative Retail Services Ltd,co operative retail services ltd,Retailers - other,"384a Long Lane, Hillingdon",UB10 9PG,Hillingdon,-0.4483519,51.5511235,GROCER_BAKERY,VERIFIED_CANDIDATE,UB109PG,E02000507,postcode,Hillingdon 014,E09000017,Hillingdon
519478,Costcutter,costcutter,Retailers - other,"132 Ryefield Avenue, Uxbridge",UB10 9DA,Hillingdon,-0.440034,51.544808,GROCER_BAKERY,LOCATION_VERIFICATION,UB109DA,E02000507,postcode,Hillingdon 014,E09000017,Hillingdon
520221,Greggs,greggs,Retailers - other,"370 Long Lane, Uxbridge",UB10 9PG,Hillingdon,-0.448653,51.551297,CORE_BAKERY,LOCATION_VERIFICATION,UB109PG,E02000507,postcode,Hillingdon 014,E09000017,Hillingdon
640083,1966,1966,Restaurant/Cafe/Canteen,"Bannerman Centre Brunel University, Kingston Lane, Uxbridge",UB8 3PH,Hillingdon,-0.472868,51.532857,BAKERY_CAFE,VERIFIED_CANDIDATE,UB83PH,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
1928159,Ambala,ambala,Other catering premises,"33 Belmont Road, Uxbridge",UB8 1QT,Hillingdon,-0.4787367,51.5478462,GROCER_BAKERY,LOCATION_VERIFICATION,UB81QT,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
519534,Costcutter - Brunel,costcutter brunel,Retailers - other,"Hamilton Centre Brunel University, Kingston Lane, Uxbridge",UB8 3PH,Hillingdon,-0.472868,51.532857,GROCER_BAKERY,VERIFIED_CANDIDATE,UB83PH,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
519903,Greggs,greggs,Retailers - other,"152-153 High Street, Uxbridge",UB8 1JY,Hillingdon,-0.479539,51.546819,CORE_BAKERY,LOCATION_VERIFICATION,UB81JY,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
1634844,Hefaure,hefaure,Restaurant/Cafe/Canteen,"168 High Street, Uxbridge",UB8 1JX,Hillingdon,-0.478544,51.5461728,BAKERY_CAFE,LOCATION_VERIFICATION,UB81JX,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
1436921,Lidl,lidl,Retailers - supermarkets/hypermarkets,"Unit 212 - 213 Intu Uxbridge The Chimes Shopping Centre, High Street, Uxbridge",UB8 1GA,Hillingdon,-0.4764721,51.5456743,GROCER_BAKERY,LOCATION_VERIFICATION,UB81GA,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
518678,Sainsbury's Supermarkets Ltd,sainsbury s supermarkets ltd,Retailers - supermarkets/hypermarkets,"J Sainsbury Plc, York Road, Uxbridge",UB8 1QW,Hillingdon,-0.474848,51.548655,GROCER_BAKERY,LOCATION_VERIFICATION,UB81QW,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
1864621,Uxbridge Bargain Centre Ltd,uxbridge bargain centre ltd,Retailers - other,"7 Vine Street, Uxbridge",UB8 1QE,Hillingdon,-0.477687,51.5447099,GROCER_BAKERY,VERIFIED_CANDIDATE,UB81QE,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
1603008,Wenzel's the Bakers,wenzel s the bakers,Retailers - other,"164 High Street, Uxbridge",UB8 1JZ,Hillingdon,-0.478821,51.546297,CORE_BAKERY,LOCATION_VERIFICATION,UB81JZ,E02000508,postcode,Hillingdon 015,E09000017,Hillingdon
1955031,Greggs,greggs,Retailers - other,"39-40 Market Square, Uxbridge",UB8 1LH,Hillingdon,-0.4802958,51.5464793,CORE_BAKERY,LOCATION_VERIFICATION,UB81LH,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
519885,Iceland Foods Plc,iceland foods plc,Retailers - supermarkets/hypermarkets,"27 Market Square, Uxbridge",UB8 1LH,Hillingdon,-0.481194,51.546049,GROCER_BAKERY,LOCATION_VERIFICATION,UB81LH,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
696931,Lidl,lidl,Retailers - supermarkets/hypermarkets,"Lidl UK GmbH, 137 Cowley Road, Uxbridge",UB8 2AG,Hillingdon,-0.482765,51.534793,GROCER_BAKERY,LOCATION_VERIFICATION,UB82AG,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
519873,Marks & Spencer Plc,marks and spencer plc,Retailers - supermarkets/hypermarkets,"54 High Street, Uxbridge",UB8 1TL,Hillingdon,-0.480699,51.546627,GROCER_BAKERY,LOCATION_VERIFICATION,UB81TL,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
1909234,Patisserie Valerie,patisserie valerie,Restaurant/Cafe/Canteen,"63a High Street, Uxbridge",UB8 1JP,Hillingdon,-0.4813538,51.5480576,BAKERY_CAFE,LOCATION_VERIFICATION,UB81JP,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
1774794,Pret a Manger Uxbridge,pret a manger uxbridge,Restaurant/Cafe/Canteen,"48-49 High Street, Uxbridge",UB8 1JP,Hillingdon,-0.47997,51.5461459,BAKERY_CAFE,VERIFIED_CANDIDATE,UB81JP,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
1935895,Uxbridge Grocery,uxbridge grocery,Retailers - other,"51 Windsor Street, Uxbridge",UB8 1AB,Hillingdon,-0.480595,51.54542,GROCER_BAKERY,VERIFIED_CANDIDATE,UB81AB,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
519922,Wenzels The Bakers,wenzels the bakers,Retailers - other,"29 Market Square, Uxbridge",UB8 1LH,Hillingdon,-0.481194,51.546049,CORE_BAKERY,LOCATION_VERIFICATION,UB81LH,E02000509,postcode,Hillingdon 016,E09000017,Hillingdon
1760838,Almys Naan Shop,almys naan shop,Retailers - other,"10 Lees Parade, Uxbridge Road, Uxbridge",UB10 0PQ,Hillingdon,-0.4493471,51.5307963,CORE_BAKERY,VERIFIED_CANDIDATE,UB100PQ,E02000510,postcode,Hillingdon 017,E09000017,Hillingdon
520184,Burrage & Sons Bakery,burrage and sons bakery,Retailers - other,"2 Sutton Court Road, Uxbridge",UB10 9HP,Hillingdon,-0.44936,51.541127,CORE_BAKERY,VERIFIED_CANDIDATE,UB109HP,E02000510,postcode,Hillingdon 017,E09000017,Hillingdon
621539,Morrisons Daily,morrisons daily,Retailers - other,"8 Sutton Court Road, Uxbridge",UB10 9HP,Hillingdon,-0.44936,51.541127,GROCER_BAKERY,LOCATION_VERIFICATION,UB109HP,E02000510,postcode,Hillingdon 017,E09000017,Hillingdon
519034,Rahul Food & Wine Ltd,rahul food and wine ltd,Retailers - other,"3 Hillingdon Parade, Uxbridge Road, Uxbridge",UB10 0PE,Hillingdon,-0.447877,51.530021,GROCER_BAKERY,VERIFIED_CANDIDATE,UB100PE,E02000510,postcode,Hillingdon 017,E09000017,Hillingdon
519067,Wenzels The Bakers,wenzels the bakers,Retailers - other,"3 Crescent Parade, Uxbridge Road, Uxbridge",UB10 0LG,Hillingdon,-0.453076,51.533183,CORE_BAKERY,LOCATION_VERIFICATION,UB100LG,E02000510,postcode,Hillingdon 017,E09000017,Hillingdon
520291,Iceland Foods Plc,iceland foods plc,Retailers - supermarkets/hypermarkets,"1314 Uxbridge Road, Hayes",UB4 8JG,Hillingdon,-0.434834,51.525693,GROCER_BAKERY,LOCATION_VERIFICATION,UB48JG,E02000511,postcode,Hillingdon 018,E09000017,Hillingdon
520435,Kingshill Bakery,kingshill bakery,Retailers - other,"300 Kingshill Avenue, Hayes",UB4 8BX,Hillingdon,-0.422993,51.531712,CORE_BAKERY,VERIFIED_CANDIDATE,UB48BX,E02000511,postcode,Hillingdon 018,E09000017,Hillingdon
1655696,Safa Hayes Food Centre Ltd,safa hayes food centre ltd,Retailers - other,"282 Kingshill Avenue, Hayes",UB4 8BY,Hillingdon,-0.421454,51.532024,GROCER_BAKERY,VERIFIED_CANDIDATE,UB48BY,E02000511,postcode,Hillingdon 018,E09000017,Hillingdon
1246608,Food Bazaar - Harbans General Trading Ltd,food bazaar harbans general trading ltd,Retailers - other,"266b Yeading Lane, Hayes",UB4 9AX,Hillingdon,-0.398602,51.528333,GROCER_BAKERY,VERIFIED_CANDIDATE,UB49AX,E02000513,postcode,Hillingdon 020,E09000017,Hillingdon
519364,Nisa Local,nisa local,Retailers - other,"12 - 14 Welbeck Court, Welbeck Avenue",UB4 9EY,Hillingdon,-0.406054,51.530431,GROCER_BAKERY,LOCATION_VERIFICATION,UB49EY,E02000513,postcode,Hillingdon 020,E09000017,Hillingdon
518863,Tesco,tesco,Retailers - supermarkets/hypermarkets,"Tesco Extra, Glencoe Road, Hayes",UB4 9SQ,Hillingdon,-0.385086,51.524865,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,UB49SQ,E02000513,postcode,Hillingdon 020,E09000017,Hillingdon
556035,Costcutter & Imayam's,costcutter and imayam s,Retailers - other,"101-103 Lansbury Drive, Hayes",UB4 8RW,Hillingdon,-0.420248,51.525623,GROCER_BAKERY,VERIFIED_CANDIDATE,UB48RW,E02000514,postcode,Hillingdon 021,E09000017,Hillingdon
518875,Lidl,lidl,Retailers - supermarkets/hypermarkets,"482 Uxbridge Road, Hayes",UB4 0SD,Hillingdon,-0.408694,51.518381,GROCER_BAKERY,LOCATION_VERIFICATION,UB40SD,E02000514,postcode,Hillingdon 021,E09000017,Hillingdon
782111,Mieszko Food City Limited,mieszko food city limited,Retailers - other,"784 Uxbridge Road, Hayes",UB4 0RS,Hillingdon,-0.416069,51.521007,GROCER_BAKERY,VERIFIED_CANDIDATE,UB40RS,E02000514,postcode,Hillingdon 021,E09000017,Hillingdon
519429,Noor Mahal Sweets,noor mahal sweets,Takeaway/sandwich shop,"670 Uxbridge Road, Hayes",UB4 0RY,Hillingdon,-0.412426,51.519655,CORE_BAKERY,VERIFIED_CANDIDATE,UB40RY,E02000514,postcode,Hillingdon 021,E09000017,Hillingdon
520611,Supreme Bakers,supreme bakers,Retailers - other,"658 Uxbridge Road, Hayes",UB4 0RY,Hillingdon,-0.412426,51.519655,CORE_BAKERY,VERIFIED_CANDIDATE,UB40RY,E02000514,postcode,Hillingdon 021,E09000017,Hillingdon
518714,Aldi Stores Ltd,aldi stores ltd,Retailers - supermarkets/hypermarkets,"141-161 High Street, Yiewsley",UB7 7QN,Hillingdon,-0.474619,51.514527,GROCER_BAKERY,LOCATION_VERIFICATION,UB77QN,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
1774799,B&M Retail,b and m retail,Retailers - supermarkets/hypermarkets,"1a Fairfield Road, West Drayton",UB7 8EY,Hillingdon,-0.471477,51.513677,GROCER_BAKERY,LOCATION_VERIFICATION,UB78EY,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
1669723,Cake House Bakery,cake house bakery,Retailers - other,"26 High Street, Yiewsley",UB7 7DP,Hillingdon,-0.472444,51.511918,CORE_BAKERY,LOCATION_VERIFICATION,UB77DP,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
1777521,Shell Yiewsley,shell yiewsley,Retailers - other,"Service Station, 209 High Street, Yiewsley",UB7 7QP,Hillingdon,-0.4767659,51.5165793,GROCER_BAKERY,VERIFIED_CANDIDATE,UB77QP,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
519604,Tesco,tesco,Retailers - supermarkets/hypermarkets,"Tesco Extra, Chantry Close, West Drayton",UB7 7FP,Hillingdon,-0.477337,51.515569,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,UB77FP,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
1649467,The Espresso Bakery,the espresso bakery,Restaurant/Cafe/Canteen,"34 High Road, Cowley",UB8 2HL,Hillingdon,-0.481195,51.522642,BAKERY_CAFE,VERIFIED_CANDIDATE,UB82HL,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
806357,Wenzels,wenzels,Retailers - other,"94-96 High Street, Yiewsley",UB7 7DU,Hillingdon,-0.4724628,51.5129444,CORE_BAKERY,LOCATION_VERIFICATION,UB77DU,E02000515,postcode,Hillingdon 022,E09000017,Hillingdon
518696,Quality Foods - Quality Food Online,quality foods quality food online,Retailers - other,"1-3 Uxbridge Road, Hayes",UB4 0JN,Hillingdon,-0.392623,51.513091,GROCER_BAKERY,VERIFIED_CANDIDATE,UB40JN,E02000519,postcode,Hillingdon 026,E09000017,Hillingdon
518687,Sainsbury,sainsbury,Retailers - supermarkets/hypermarkets,"J Sainsbury Plc Lombardy Retail Park, Coldharbour Lane, Hayes",UB3 3EX,Hillingdon,-0.405524,51.516702,GROCER_BAKERY,VERIFIED_CANDIDATE,UB33EX,E02000519,postcode,Hillingdon 026,E09000017,Hillingdon
519183,Greggs,greggs,Retailers - other,"Unit 4 The Arena, 1 Bennetsfield Road, West Drayton",UB11 1AA,Hillingdon,-0.444384,51.512395,CORE_BAKERY,LOCATION_VERIFICATION,UB111AA,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
520390,Greggs,greggs,Retailers - other,"25 Station Road, Hayes",UB3 4BD,Hillingdon,-0.418613,51.506664,CORE_BAKERY,LOCATION_VERIFICATION,UB34BD,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
520406,Iceland Foods Plc,iceland foods plc,Retailers - supermarkets/hypermarkets,"Iceland Foods Plc, 27-37 Station Road, Hayes",UB3 4DX,Hillingdon,-0.4184809,51.5062038,GROCER_BAKERY,LOCATION_VERIFICATION,UB34DX,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
1646929,Kabir Bakery,kabir bakery,Retailers - other,"114-126 Coldharbour Lane, Hayes",UB3 3HL,Hillingdon,-0.414769,51.509462,BAKERY_CAFE,VERIFIED_CANDIDATE,UB33HL,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
1646930,Khosha Bakery,khosha bakery,Retailers - other,"3 Broadway Parade, Coldharbour Lane, Hayes",UB3 3HE,Hillingdon,-0.413741,51.510447,CORE_BAKERY,VERIFIED_CANDIDATE,UB33HE,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
1030146,Lidl,lidl,Retailers - supermarkets/hypermarkets,"1 Central Avenue, Hayes",UB3 2BN,Hillingdon,-0.41873899102211,51.5101089477539,GROCER_BAKERY,LOCATION_VERIFICATION,UB32BN,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
580738,Masala Bazaar Approved cold store,masala bazaar approved cold store,Retailers - supermarkets/hypermarkets,"Carmel House, 4f Swallowfield Way, Hayes",UB3 1DQ,Hillingdon,-0.436635,51.50677,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,UB31DQ,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
520600,Sainsbury's Supermarkets Ltd,sainsbury s supermarkets ltd,Retailers - supermarkets/hypermarkets,"Sainsburys Local, 132 Coldharbour Lane, Hayes",UB3 3HG,Hillingdon,-0.412214010953903,51.5116767883301,GROCER_BAKERY,LOCATION_VERIFICATION,UB33HG,E02000520,postcode,Hillingdon 027,E09000017,Hillingdon
682350,"Asda Express PFS Heathrow, Greggs, Subway",asda express pfs heathrow greggs subway,Retailers - other,"Heathrow Service Station, Shepiston Lane, Hayes",UB3 1RW,Hillingdon,-0.446477,51.496173,GROCER_BAKERY,VERIFIED_CANDIDATE,UB31RW,E02000521,postcode,Hillingdon 028,E09000017,Hillingdon
1807511,Nessy's & Normans,nessy s and normans,Restaurant/Cafe/Canteen,"5 Mulberry Parade, West Drayton",UB7 9AE,Hillingdon,-0.4580935,51.5044475,BAKERY_CAFE,VERIFIED_CANDIDATE,UB79AE,E02000521,postcode,Hillingdon 028,E09000017,Hillingdon
682348,Sainsbury's Supermarkets Ltd,sainsbury s supermarkets ltd,Retailers - supermarkets/hypermarkets,"Unit 1 Hampstead House, 2 Spring Promenade, West Drayton",UB7 9GL,Hillingdon,-0.459756,51.505673,GROCER_BAKERY,LOCATION_VERIFICATION,UB79GL,E02000521,postcode,Hillingdon 028,E09000017,Hillingdon
811854,Asda Stores Ltd,asda stores ltd,Retailers - supermarkets/hypermarkets,"Asda Stores Ltd, Millington Road, Hayes",UB3 4AZ,Hillingdon,-0.428399,51.501993,GROCER_BAKERY,VERIFIED_CANDIDATE,UB34AZ,E02000523,postcode,Hillingdon 030,E09000017,Hillingdon
1782447,Fortnum & Mason,fortnum and mason,Retailers - other,"Departures Level Terminal 4, Stratford Road, London Heathrow Airport",TW6 3XA,Hillingdon,-0.4473528,51.4596672,GROCER_BAKERY,LOCATION_VERIFICATION,TW63XA,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1149092,Fortnum & Masons Shop (Airside),fortnum and masons shop airside,Retailers - other,"Departures A Gate Level Terminal 5, Wellington Road, London Heathrow Airport",TW6 1QG,Hillingdon,-0.458294987678528,51.4708442687988,GROCER_BAKERY,VERIFIED_CANDIDATE,TW61QG,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1591282,Laduree UK Ltd,laduree uk ltd,Retailers - other,"Airside Terminal 3, London Heathrow Airport, Hounslow",TW6 1QB,Hillingdon,-0.4592907,51.4704309,CORE_BAKERY,LOCATION_VERIFICATION,TW61QB,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
520153,Madeirinhas Portuguese Delicatessen,madeirinhas portuguese delicatessen,Retailers - other,"47 Sipson Way, West Drayton",UB7 0DW,Hillingdon,-0.454784,51.483128,GROCER_BAKERY,VERIFIED_CANDIDATE,UB70DW,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
520370,Pret A Manger (Landside - store 0182),pret a manger landside store 0182,Takeaway/sandwich shop,"Commercial Unit D10 Terminal 3 Departures Level, Canberra Road, London Heathrow Airport",TW6 1QG,Hillingdon,-0.458483,51.470371,BAKERY_CAFE,VERIFIED_CANDIDATE,TW61QG,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1648392,Pret A Manger (Landside T5),pret a manger landside t5,Restaurant/Cafe/Canteen,"Departures Level Terminal 5, Wellington Road, London Heathrow Airport",TW6 2GA,Hillingdon,-0.487831,51.47328,BAKERY_CAFE,VERIFIED_CANDIDATE,TW62GA,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1488295,Pret A Manger (Main concourse site),pret a manger main concourse site,Restaurant/Cafe/Canteen,"Departures Level 1 (airside) Terminal 5 (large cafe), Wellington Road, London Heathrow Airport",TW6 2GA,Hillingdon,,,BAKERY_CAFE,VERIFIED_CANDIDATE,TW62GA,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1570301,Pret a Manger,pret a manger,Restaurant/Cafe/Canteen,"Airside Pier 5 Terminal 3, canberra road, London Heathrow Airport",TW6 1QG,Hillingdon,,,BAKERY_CAFE,LOCATION_VERIFICATION,TW61QG,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1229448,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Waterside, Speedbird Way, West Drayton",UB7 0GA,Hillingdon,-0.487052,51.4855,GROCER_BAKERY,LOCATION_VERIFICATION,UB70GA,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
519846,Sainsburys,sainsburys,Retailers - supermarkets/hypermarkets,"Waterside, Speedbird Way, West Drayton",UB7 0GA,Hillingdon,-0.487052,51.4855,GROCER_BAKERY,LOCATION_VERIFICATION,UB70GA,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1857018,Shell West Drayton,shell west drayton,Retailers - other,"Harmondsworth Road, West Drayton",UB7 0AE,Hillingdon,-0.474025,51.490033,GROCER_BAKERY,VERIFIED_CANDIDATE,UB70AE,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
519716,Starbucks (Airside),starbucks airside,Restaurant/Cafe/Canteen,"Commercial Unit Fc1 Terminal 5c, Wellington Road, London Heathrow Airport",TW6 2GB,Hillingdon,-0.481313,51.470947,BAKERY_CAFE,VERIFIED_CANDIDATE,TW62GB,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1582351,T5 Costa Crew (Level 2 BA Staff) Landside,t5 costa crew level 2 ba staff landside,Restaurant/Cafe/Canteen,"Level 2 Landside Terminal 5, Wellington Road, London Heathrow Airport",TW6 2GT,Hillingdon,-0.4878089,51.4716798,BAKERY_CAFE,VERIFIED_CANDIDATE,TW62GT,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1035434,WHSmith - Arrivals,whsmith arrivals,Retailers - other,"Commercial Unit A11 Terminal 3 Arrivals Level, Camberley Road, London Heathrow Airport",TW6 1QG,Hillingdon,-0.4580802,51.4715443,GROCER_BAKERY,VERIFIED_CANDIDATE,TW61QG,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
1131824,WHSmith - Main Landside,whsmith main landside,Retailers - other,"Commercial Unit D7 Terminal 4 Departures Level, Stratford Road, London Heathrow Airport",TW6 3XA,Hillingdon,-0.447715997695923,51.4592666625977,GROCER_BAKERY,VERIFIED_CANDIDATE,TW63XA,E02000524,postcode,Hillingdon 031,E09000017,Hillingdon
520252,Zabka London,zabka london,Retailers - other,"322 High Street, Harlington",UB3 5DU,Hillingdon,-0.43493,51.485463,GROCER_BAKERY,VERIFIED_CANDIDATE,UB35DU,E02000525,postcode,Hillingdon 032,E09000017,Hillingdon
745462,Angie's Little Food Shop,angie s little food shop,Restaurant/Cafe/Canteen,"114 Chiswick High Road, Chiswick",W4 1PU,Hounslow,-0.2520978,51.4930208,BAKERY_CAFE,VERIFIED_CANDIDATE,W41PU,E02000526,postcode,Hounslow 001,E09000018,Hounslow
491087,Arcane,arcane,Restaurant/Cafe/Canteen,"42 Devonshire Road, Chiswick",W4 2HD,Hounslow,-0.2554734,51.4913498,BAKERY_CAFE,VERIFIED_CANDIDATE,W42HD,E02000526,postcode,Hounslow 001,E09000018,Hounslow
493081,Hack & Veldt Delicatessen,hack and veldt delicatessen,Retailers - other,"94 Turnham Green Terrace, Chiswick",W4 1QN,Hounslow,-0.2550757,51.4947845,GROCER_BAKERY,VERIFIED_CANDIDATE,W41QN,E02000526,postcode,Hounslow 001,E09000018,Hounslow
1501869,Ma Ma Boutique Bakery,ma ma boutique bakery,Retailers - other,"30, Chiswick High Road, Chiswick",W4 1TE,Hounslow,-0.2469585,51.4934768,CORE_BAKERY,VERIFIED_CANDIDATE,W41TE,E02000526,postcode,Hounslow 001,E09000018,Hounslow
1822132,Mother’s Bakehouse,mother s bakehouse,Retailers - other,"14a - 16a Devonshire Road, Chiswick",W4 2HD,Hounslow,-0.2557482,51.4919645,CORE_BAKERY,VERIFIED_CANDIDATE,W42HD,E02000526,postcode,Hounslow 001,E09000018,Hounslow
490171,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,"118-120 Chiswick High Road, Chiswick",W4 1PU,Hounslow,-0.2522522,51.4930123,GROCER_BAKERY,LOCATION_VERIFICATION,W41PU,E02000526,postcode,Hounslow 001,E09000018,Hounslow
1154460,The Source Bulk Foods,the source bulk foods,Retailers - other,"24 Turnham Green Terrace, Chiswick",W4 1QP,Hounslow,-0.2550968,51.4934422,GROCER_BAKERY,VERIFIED_CANDIDATE,W41QP,E02000526,postcode,Hounslow 001,E09000018,Hounslow
759419,Villa Di Geggiano,villa di geggiano,Restaurant/Cafe/Canteen,"66-68 Chiswick High Road, Chiswick",W4 1SY,Hounslow,-0.2494881,51.4934171,BAKERY_CAFE,VERIFIED_CANDIDATE,W41SY,E02000526,postcode,Hounslow 001,E09000018,Hounslow
1752515,Greggs,greggs,Restaurant/Cafe/Canteen,"Asda Express, 270 Heston Road, Hounslow",TW5 0RG,Hounslow,-0.3716213,51.4884352,GROCER_BAKERY,LOCATION_VERIFICATION,TW50RG,E02000529,postcode,Hounslow 004,E09000018,Hounslow
707319,Costco Wholesale,costco wholesale,Retailers - supermarkets/hypermarkets,"Costco, Hayes Road, Southall",UB2 5XX,Hounslow,-0.404576003551483,51.4962959289551,GROCER_BAKERY,VERIFIED_CANDIDATE,UB25XX,E02000530,postcode,Hounslow 005,E09000018,Hounslow
580981,Greggs,greggs,Takeaway/sandwich shop,"Heston services, Westbound",TW5 9NB,Hounslow,-0.396117985248566,51.4865837097168,CORE_BAKERY,LOCATION_VERIFICATION,TW59NB,E02000530,postcode,Hounslow 005,E09000018,Hounslow
855166,Greggs in Forecourt,greggs in forecourt,Takeaway/sandwich shop,"Heston Services West, Junction 2/3 M4",TW5 9NB,Hounslow,-0.396117985248566,51.4865837097168,BAKERY_CAFE,VERIFIED_CANDIDATE,TW59NB,E02000530,postcode,Hounslow 005,E09000018,Hounslow
1545261,Lidl,lidl,Retailers - supermarkets/hypermarkets,"5 Bulls Bridge Industrial Estate, Hayes Road",UB2 5LN,Hounslow,-0.4054625,51.4990382,GROCER_BAKERY,LOCATION_VERIFICATION,UB25LN,E02000530,postcode,Hounslow 005,E09000018,Hounslow
1543111,Londis Hayes (BP Hayes Service Station),londis hayes bp hayes service station,Retailers - other,"4 Hayes Road, Southall",UB2 5LZ,Hounslow,-0.3998649,51.4976418,GROCER_BAKERY,VERIFIED_CANDIDATE,UB25LZ,E02000530,postcode,Hounslow 005,E09000018,Hounslow
490584,Shazan,shazan,Retailers - other,"(Tesco's Counter) Bulls Bridge Industrial Estate, Hayes Road, Southall",UB2 5LN,Hounslow,,,GROCER_BAKERY,VERIFIED_CANDIDATE,UB25LN,E02000530,postcode,Hounslow 005,E09000018,Hounslow
490935,Tesco Stores Ltd (Main Store),tesco stores ltd main store,Retailers - supermarkets/hypermarkets,"Unit 5 Bullsbridge Industrial Estate, Hayes Road, Southall",UB2 5LN,Hounslow,-0.4043454,51.4983704,GROCER_BAKERY,LOCATION_VERIFICATION,UB25LN,E02000530,postcode,Hounslow 005,E09000018,Hounslow
1247018,Feather & Heart,feather and heart,Restaurant/Cafe/Canteen,"Unit 4 Brentford Lock, High Street, Brentford",TW8 8AQ,Hounslow,-0.3106915,51.4829566,BAKERY_CAFE,VERIFIED_CANDIDATE,TW88AQ,E02000531,postcode,Hounslow 006,E09000018,Hounslow
1545263,Greggs PLC,greggs plc,Takeaway/sandwich shop,"203 High Street, Brentford",TW8 8AH,Hounslow,-0.3083235,51.4833146,BAKERY_CAFE,LOCATION_VERIFICATION,TW88AH,E02000531,postcode,Hounslow 006,E09000018,Hounslow
1583269,Wm Morrisons Supermarket Limited,wm morrisons supermarket limited,Retailers - supermarkets/hypermarkets,"Land behind, 128 High Street, Brentford",TW8 8EW,Hounslow,-0.3090989,51.4827152,GROCER_BAKERY,VERIFIED_CANDIDATE,TW88EW,E02000531,postcode,Hounslow 006,E09000018,Hounslow
811499,The Coffee Traveller,the coffee traveller,Restaurant/Cafe/Canteen,"58 Thames Road, Chiswick",W4 3RE,Hounslow,-0.2807126,51.4866038,BAKERY_CAFE,VERIFIED_CANDIDATE,W43RE,E02000533,postcode,Hounslow 008,E09000018,Hounslow
490606,Shell Gillette Corner,shell gillette corner,Retailers - other,"882 Great West Road, Isleworth",TW7 5NG,Hounslow,-0.3283412,51.4834005,GROCER_BAKERY,VERIFIED_CANDIDATE,TW75NG,E02000534,postcode,Hounslow 009,E09000018,Hounslow
491129,Tesco Stores Ltd (Main Store),tesco stores ltd main store,Retailers - supermarkets/hypermarkets,"Tesco Extra, Syon Lane, Isleworth",TW7 5NZ,Hounslow,,,GROCER_BAKERY,LOCATION_VERIFICATION,TW75NZ,E02000534,postcode,Hounslow 009,E09000018,Hounslow
950687,"Greggs in Forecourt, Heston East",greggs in forecourt heston east,Takeaway/sandwich shop,"Heston Services East, North Hyde Lane, Hounslow",TW5 9NA,Hounslow,-0.387881994247437,51.4885559082031,BAKERY_CAFE,VERIFIED_CANDIDATE,TW59NA,E02000535,postcode,Hounslow 010,E09000018,Hounslow
