FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource
571098,The Co-Operative,the co operative,Retailers - supermarkets/hypermarkets,"42-44 High Street, Carshalton",SM5 3AE,Sutton,-0.159008,51.365658,GROCER_BAKERY,LOCATION_VERIFICATION
898905,Sainsbury's,sainsbury s,Retailers - other,"52-54 High Street, Carshalton",SM5 3AG,Sutton,-0.1607625,51.3651849,GROCER_BAKERY,LOCATION_VERIFICATION
570935,Village Bakers,village bakers,Manufacturers/packers,"28 High Street, Carshalton",SM5 3AG,Sutton,-0.161196,51.365189,CORE_BAKERY,LOCATION_VERIFICATION
899141,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"132 Stanley Park Road, Carshalton",SM5 3JG,Sutton,-0.162481,51.354957,GROCER_BAKERY,LOCATION_VERIFICATION
528587,Stenning's Family Bakery,stenning s family bakery,Manufacturers/packers,"6-8 Beeches Avenue, Carshalton",SM5 3LF,Sutton,-0.1699006,51.3566995,CORE_BAKERY,VERIFIED_CANDIDATE
877449,The Co-Operative,the co operative,Retailers - supermarkets/hypermarkets,"89-91 Banstead Road, Carshalton",SM5 3NP,Sutton,-0.1735027,51.3567736,GROCER_BAKERY,LOCATION_VERIFICATION
898457,Cambridge Rd SF Connect,cambridge rd sf connect,Retailers - other,"B P Service Station, 322 Carshalton Road, Carshalton",SM5 3QB,Sutton,-0.173338,51.362933,GROCER_BAKERY,VERIFIED_CANDIDATE
1470998,Sweet Cuppa,sweet cuppa,Restaurant/Cafe/Canteen,"17 The Parade, Beynon Road, Carshalton",SM5 3RL,Sutton,-0.1681744,51.3628866,BAKERY_CAFE,VERIFIED_CANDIDATE
1301118,Costcutter,costcutter,Retailers - other,"13 Damson Way, Carshalton",SM5 4AY,Sutton,-0.166582,51.349014,GROCER_BAKERY,LOCATION_VERIFICATION
899074,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"93 Manor Road, Wallington",SM6 0AT,Sutton,-0.149971,51.3608315,GROCER_BAKERY,LOCATION_VERIFICATION
1302082,Shell Co Op Wallington,shell co op wallington,Retailers - other,"Shell Service Station, 102 Manor Road, Wallington",SM6 0DW,Sutton,-0.1507992,51.3618787,GROCER_BAKERY,VERIFIED_CANDIDATE
809156,Lidl,lidl,Retailers - supermarkets/hypermarkets,"16-18 Beddington Gardens, Wallington",SM6 0HU,Sutton,-0.1507293,51.3587639,GROCER_BAKERY,LOCATION_VERIFICATION
1626005,Londis Beddington Gardens,londis beddington gardens,Retailers - other,"7A Beddington Gardens, Wallington",SM6 0HU,Sutton,-0.150427,51.3591368,GROCER_BAKERY,VERIFIED_CANDIDATE
1266289,Rumblin Tums,rumblin tums,Restaurant/Cafe/Canteen,"5A Beddington Gardens, Wallington",SM6 0HU,Sutton,-0.150348,51.359173,BAKERY_CAFE,VERIFIED_CANDIDATE
570919,Greggs,greggs,Retailers - other,"86 Woodcote Road, Wallington",SM6 0LY,Sutton,-0.149955,51.3586,CORE_BAKERY,LOCATION_VERIFICATION
1569907,Waitrose @ Dobbies Garden Centre,waitrose dobbies garden centre,Retailers - other,"Woodcote Green Nursery, 4A Woodmansterne Lane, Wallington",SM6 0SU,Sutton,-0.1520066,51.3466524,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
899134,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"168 London Road, Hackbridge",SM6 7AN,Sutton,-0.155713,51.379005,GROCER_BAKERY,LOCATION_VERIFICATION
1320539,Lidl,lidl,Retailers - supermarkets/hypermarkets,"1 Spinning Wheel Way, Hackbridge",SM6 7DS,Sutton,-0.1552818,51.3778714,GROCER_BAKERY,LOCATION_VERIFICATION
570913,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"2 Stafford Road, Wallington",SM6 9AA,Sutton,-0.14643,51.358392,GROCER_BAKERY,LOCATION_VERIFICATION
955183,Green Apple,green apple,Retailers - other,"29 Stafford Road, Wallington",SM6 9AP,Sutton,-0.143637,51.358545,GROCER_BAKERY,VERIFIED_CANDIDATE
1193878,The Tower,the tower,Restaurant/Cafe/Canteen,"St Marys Church, Church Road, Wallington",,Sutton,-0.616448951812106,51.7122405149527,BAKERY_CAFE,VERIFIED_CANDIDATE
362443,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's, 516-518 Commercial Road, London",E1 0HY,Tower Hamlets,-0.0426899,51.5128097,GROCER_BAKERY,LOCATION_VERIFICATION
1647208,The Baklava Company London,the baklava company london,Restaurant/Cafe/Canteen,"534 Commercial Road, London",E1 0HY,Tower Hamlets,-0.042271,51.5128297,CORE_BAKERY,VERIFIED_CANDIDATE
1551275,Cabin,cabin,Restaurant/Cafe/Canteen,"134 Aylward Street, London",E1 0QW,Tower Hamlets,-0.046418,51.515848,BAKERY_CAFE,VERIFIED_CANDIDATE
99493,Budgens Express,budgens express,Retailers - other,"Budgens Express, 287-289 Whitechapel Road, London",E1 1BY,Tower Hamlets,-0.0593668,51.5195436,GROCER_BAKERY,VERIFIED_CANDIDATE
1495368,Kacha Bazar Whitechapel,kacha bazar whitechapel,Retailers - other,"271 Whitechapel Road, London",E1 1BY,Tower Hamlets,-0.0599502,51.5193824,GROCER_BAKERY,VERIFIED_CANDIDATE
654261,Mas Bazar Whitechapel Ltd,mas bazar whitechapel ltd,Restaurant/Cafe/Canteen,"265-267 Whitechapel Road, London",E1 1BY,Tower Hamlets,-0.059432,51.519597,GROCER_BAKERY,VERIFIED_CANDIDATE
1944980,Whitechapel Bagel House,whitechapel bagel house,Takeaway/sandwich shop,"309 Whitechapel Road, London",E1 1BY,Tower Hamlets,-0.059433,51.519598,CORE_BAKERY,VERIFIED_CANDIDATE
1022516,Greggs,greggs,Retailers - other,"243 Whitechapel Road, London",E1 1DB,Tower Hamlets,-0.060978,51.519183,CORE_BAKERY,LOCATION_VERIFICATION
1570336,Whitechapel Sabji Bazar,whitechapel sabji bazar,Retailers - other,"245 Whitechapel Road, London",E1 1DB,Tower Hamlets,-0.061078,51.519184,GROCER_BAKERY,VERIFIED_CANDIDATE
982909,Nawal,nawal,Retailers - other,"197 Whitechapel Road, London",E1 1DE,Tower Hamlets,-0.062303,51.518872,CORE_BAKERY,VERIFIED_CANDIDATE
770231,Circle & Slice,circle and slice,Restaurant/Cafe/Canteen,"11 Whitechapel Road, London",E1 1DU,Tower Hamlets,-0.068392,51.517003,BAKERY_CAFE,VERIFIED_CANDIDATE
99956,Starbucks Coffee Company (UK) Ltd,starbucks coffee company uk ltd,Restaurant/Cafe/Canteen,"Unit 4 Black Lion House, 45 Whitechapel Road, London",E1 1DU,Tower Hamlets,-0.068393,51.517003,BAKERY_CAFE,VERIFIED_CANDIDATE
1530406,Easy As Fresh Ltd,easy as fresh ltd,Retailers - supermarkets/hypermarkets,"Unit 1, 18 Plumbers Row, London",E1 1EP,Tower Hamlets,-0.0666652,51.5160312,GROCER_BAKERY,LOCATION_VERIFICATION
784000,Ambala,ambala,Restaurant/Cafe/Canteen,"144-146 Whitechapel Road, London",E1 1JE,Tower Hamlets,-0.063768,51.51796,GROCER_BAKERY,LOCATION_VERIFICATION
1450796,Nisa Aldgate,nisa aldgate,Retailers - other,"Nisa, 30 Commercial Road, London",E1 1LN,Tower Hamlets,-0.0697503,51.5148679,GROCER_BAKERY,VERIFIED_CANDIDATE
1377572,Unique Superstore,unique superstore,Retailers - other,"98 Commercial Road, London",E1 1NU,Tower Hamlets,-0.0649676,51.5146653,GROCER_BAKERY,VERIFIED_CANDIDATE
1762716,Bagels & Spudz,bagels and spudz,Restaurant/Cafe/Canteen,"141 Commercial Road, London",E1 1PX,Tower Hamlets,-0.06237,51.514925,BAKERY_CAFE,VERIFIED_CANDIDATE
1939586,Querky Cafe Ltd,querky cafe ltd,Restaurant/Cafe/Canteen,"38 New Road, London",E1 2AX,Tower Hamlets,-0.061961,51.515719,BAKERY_CAFE,VERIFIED_CANDIDATE
1648061,Etre,etre,Restaurant/Cafe/Canteen,"171 Commercial Road, London",E1 2DA,Tower Hamlets,-0.0610922,51.5148959,BAKERY_CAFE,VERIFIED_CANDIDATE
1831527,The Second Wife,the second wife,Manufacturers/packers,"18 Hessel Street, London",E1 2LP,Tower Hamlets,-0.0625191,51.5142181,BAKERY_CAFE,VERIFIED_CANDIDATE
1947203,Bono Bean,bono bean,Restaurant/Cafe/Canteen,"171 Cannon Street Road, London",E1 2LX,Tower Hamlets,-0.0619704,51.5140455,BAKERY_CAFE,VERIFIED_CANDIDATE
42423,Quality Foods (London) Ltd,quality foods london ltd,Retailers - other,"125-127 Cannon Street Road, London",E1 2LX,Tower Hamlets,-0.061796,51.513153,GROCER_BAKERY,VERIFIED_CANDIDATE
42426,Savera Bakery & Sweet Centre,savera bakery and sweet centre,Retailers - other,"155 Cannon Street Road, London",E1 2LX,Tower Hamlets,-0.061796,51.513153,CORE_BAKERY,VERIFIED_CANDIDATE
43878,Iceland,iceland,Retailers - supermarkets/hypermarkets,"Iceland, 1-11 Watney Market, London",E1 2PP,Tower Hamlets,-0.0565875,51.514066,GROCER_BAKERY,LOCATION_VERIFICATION
1874900,Reverie Bakery,reverie bakery,Manufacturers/packers,"18 Watney Market, London",E1 2PR,Tower Hamlets,-0.05697,51.513793,BAKERY_CAFE,VERIFIED_CANDIDATE
69802,Kushiara Cash & Carry Ltd,kushiara cash and carry ltd,Retailers - other,"313-317 Commercial Road, London",E1 2PS,Tower Hamlets,-0.055094,51.514526,GROCER_BAKERY,VERIFIED_CANDIDATE
925295,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's, 327-329 Commercial Road, London",E1 2PS,Tower Hamlets,-0.0544688,51.514487,GROCER_BAKERY,LOCATION_VERIFICATION
41806,Candys Newsagents,candys newsagents,Retailers - other,"228 Jubilee Street, London",E1 3BS,Tower Hamlets,-0.052937,51.519805,GROCER_BAKERY,VERIFIED_CANDIDATE
41802,Rinkoffs Bakery,rinkoffs bakery,Retailers - other,"224 Jubilee Street, London",E1 3BS,Tower Hamlets,-0.052937,51.519805,CORE_BAKERY,VERIFIED_CANDIDATE
1889169,Stepney's,stepney s,Restaurant/Cafe/Canteen,"Stepney City Farm, Stepney Way, London",E1 3DG,Tower Hamlets,,,BAKERY_CAFE,VERIFIED_CANDIDATE
41487,Johnny Walls Bakery,johnny walls bakery,Retailers - other,"82 Ben Jonson Road, London",E1 3NN,Tower Hamlets,-0.03982,51.517806,BAKERY_CAFE,VERIFIED_CANDIDATE
103255,Union Shop,union shop,Restaurant/Cafe/Canteen,"Queen Mary University Students Union, 432 Bancroft Road, London",E1 4DH,Tower Hamlets,-0.0430070012807846,51.5238037109375,BAKERY_CAFE,VERIFIED_CANDIDATE
576384,Sainsbury's,sainsbury s,Retailers - other,"Sainsbury's, 3-5 Globe Road, London",E1 4DT,Tower Hamlets,-0.0467019,51.522135,GROCER_BAKERY,LOCATION_VERIFICATION
442189,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's, 420-430 Mile End Road, London",E1 4PE,Tower Hamlets,-0.0395576,51.5227791,GROCER_BAKERY,LOCATION_VERIFICATION
1029727,Lovers Mini Market,lovers mini market,Retailers - other,"Lovers Mini Market  Unit 13, 71 Ben Jonson Road, London",E1 4SA,Tower Hamlets,-0.0389118,51.5182232,GROCER_BAKERY,VERIFIED_CANDIDATE
1846843,Praan Sweets Whitechapel,praan sweets whitechapel,Restaurant/Cafe/Canteen,"41a Vallance Road, London",E1 5AB,Tower Hamlets,-0.0639094,51.5201041,BAKERY_CAFE,VERIFIED_CANDIDATE
100425,Rinkoffs Bakery,rinkoffs bakery,Retailers - other,"79 Vallance Road, London",E1 5BS,Tower Hamlets,-0.064426,51.521497,CORE_BAKERY,LOCATION_VERIFICATION
1874894,Much A-Brew About Nothing,much a brew about nothing,Restaurant/Cafe/Canteen,"8 Heneage Street, London",E1 5LJ,Tower Hamlets,-0.0707562,51.5188144,BAKERY_CAFE,VERIFIED_CANDIDATE
1919149,Brush & Lever,brush and lever,Takeaway/sandwich shop,"Unit 1, 61 Princelet Street, London",E1 5LP,Tower Hamlets,-0.0700406,51.5198567,BAKERY_CAFE,VERIFIED_CANDIDATE
362520,New Ali's Mini Superstore Ltd,new ali s mini superstore ltd,Retailers - other,"50d Greatorex Street, London",E1 5NP,Tower Hamlets,-0.067515,51.51867,GROCER_BAKERY,VERIFIED_CANDIDATE
44301,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury Foodstore, 1 Cambridge Heath Road, London",E1 5SD,Tower Hamlets,-0.058772,51.521224,GROCER_BAKERY,LOCATION_VERIFICATION
1949647,"SUBA, SUBA Bakery",suba suba bakery,Restaurant/Cafe/Canteen,,E1 6,Tower Hamlets,,,CORE_BAKERY,VERIFIED_CANDIDATE
1002230,Oliver's,oliver s,Takeaway/sandwich shop,"Kiosk, 41a Commercial Street, London",E1 6BD,Tower Hamlets,-0.073921,51.517499,BAKERY_CAFE,VERIFIED_CANDIDATE
703297,TRADE Commercial Street,trade commercial street,Restaurant/Cafe/Canteen,"TRADE Commercial Street, 47 Commercial Street, London",E1 6BD,Tower Hamlets,-0.0738456,51.5174628,BAKERY_CAFE,VERIFIED_CANDIDATE
624941,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"1 Commercial Street, London",E1 6BF,Tower Hamlets,-0.07286,51.515646,BAKERY_CAFE,LOCATION_VERIFICATION
1759520,Blank Street,blank street,Restaurant/Cafe/Canteen,"17 Norton Folgate, London",E1 6DB,Tower Hamlets,-0.0783334,51.5213219,BAKERY_CAFE,LOCATION_VERIFICATION
1775186,Sainsburys,sainsburys,Retailers - supermarkets/hypermarkets,"Sainsbury's, 20-21 Norton Folgate, London",E1 6DB,Tower Hamlets,-0.078225,51.5215,GROCER_BAKERY,LOCATION_VERIFICATION
1548873,Gail's Bakery - Spitalfields,gail s bakery spitalfields,Restaurant/Cafe/Canteen,"11 Lamb Street, London",E1 6EA,Tower Hamlets,-0.0754027,51.5200598,CORE_BAKERY,VERIFIED_CANDIDATE
1963660,Pret a Manger (Europe) Ltd,pret a manger europe ltd,Restaurant/Cafe/Canteen,"Units 14-15, Bishops Square, London",E1 6EG,Tower Hamlets,-0.0785942,51.5193577,BAKERY_CAFE,LOCATION_VERIFICATION
1792353,Bread & Truffle,bread and truffle,Restaurant/Cafe/Canteen,"Pod 3 Old Spitalfields Market, Horner Square, London",E1 6EW,Tower Hamlets,-0.0756618,51.5193575,BAKERY_CAFE,LOCATION_VERIFICATION
1664247,Donovan's Bakehouse,donovan s bakehouse,Takeaway/sandwich shop,"5 Horner Square, London",E1 6EW,Tower Hamlets,-0.075698,51.519803,CORE_BAKERY,VERIFIED_CANDIDATE
493842,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's  Commercial Unit 7, 50 Bethnal Green Road, London",E1 6JW,Tower Hamlets,-0.0734335,51.5239181,GROCER_BAKERY,LOCATION_VERIFICATION
1064792,Pangea,pangea,Restaurant/Cafe/Canteen,"74 Commercial Street, London",E1 6LY,Tower Hamlets,-0.074131,51.5184292,BAKERY_CAFE,VERIFIED_CANDIDATE
79317,St John Bread & Wine,st john bread and wine,Restaurant/Cafe/Canteen,"St John Bread & Wine, 94-96 Commercial Street, London",E1 6LZ,Tower Hamlets,-0.074206,51.5197254,BAKERY_CAFE,VERIFIED_CANDIDATE
1002240,La Maniere Belgique,la maniere belgique,Restaurant/Cafe/Canteen,"22 Brick Lane, London",E1 6RF,Tower Hamlets,-0.0709870010614395,51.5180244445801,BAKERY_CAFE,VERIFIED_CANDIDATE
49557,Beigel Bake,beigel bake,Retailers - other,"Beigel Bake, 159 Brick Lane, London",E1 6SB,Tower Hamlets,-0.071702,51.523955,CORE_BAKERY,VERIFIED_CANDIDATE
508923,Kahaila,kahaila,Restaurant/Cafe/Canteen,"Kahaila, 135 Brick Lane, London",E1 6SB,Tower Hamlets,-0.0716873,51.5238193,BAKERY_CAFE,VERIFIED_CANDIDATE
49782,Yellow Beigel Shop,yellow beigel shop,Manufacturers/packers,"Beigel Shop, 155 Brick Lane, London",E1 6SB,Tower Hamlets,-0.071702,51.523955,CORE_BAKERY,VERIFIED_CANDIDATE
68325,Kastner and Ovens,kastner and ovens,Restaurant/Cafe/Canteen,"Unit 4 Nido, 13 Frying Pan Alley, London",E1 7HS,Tower Hamlets,-0.076684,51.517598,BAKERY_CAFE,VERIFIED_CANDIDATE
1410121,The Hummingbird Bakery,the hummingbird bakery,Manufacturers/packers,"The Hummingbird Bakery  Chapter Spitalfields Nido Tower, 9 Frying Pan Alley, London",E1 7HS,Tower Hamlets,-0.0766456,51.5175893,CORE_BAKERY,LOCATION_VERIFICATION
654218,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's, 31 Bell Lane, London",E1 7LA,Tower Hamlets,-0.0765146,51.5176042,GROCER_BAKERY,LOCATION_VERIFICATION
750406,Ottolenghi Spitalfields,ottolenghi spitalfields,Restaurant/Cafe/Canteen,"Ottolenghi Spitalfields, 50 Artillery Lane, London",E1 7LS,Tower Hamlets,-0.0771744,51.5182209,BAKERY_CAFE,VERIFIED_CANDIDATE
1675212,CHAOS.London,chaos london,Restaurant/Cafe/Canteen,"34 Toynbee Street, London",E1 7NE,Tower Hamlets,-0.0272581,51.570734,BAKERY_CAFE,VERIFIED_CANDIDATE
1878462,"La Deliziosa Cucina, Tysons Bagel, Shawarma",la deliziosa cucina tysons bagel shawarma,Other catering premises,"2 Toynbee Street, London",E1 7NE,Tower Hamlets,-0.074687,51.51778,BAKERY_CAFE,VERIFIED_CANDIDATE
999175,Potter & Reid,potter and reid,Restaurant/Cafe/Canteen,"Potter & Reid, 20-22 Toynbee Street, London",E1 7NE,Tower Hamlets,-0.0745969,51.5176365,BAKERY_CAFE,VERIFIED_CANDIDATE
1535483,"Bagel Express, Morning Birds, Breakfast Bagel",bagel express morning birds breakfast bagel,Takeaway/sandwich shop,"14 Brune Street, London",E1 7NJ,Tower Hamlets,-0.075047,51.518147,BAKERY_CAFE,VERIFIED_CANDIDATE
1452444,Maple Street Eats - The Gate,maple street eats the gate,Restaurant/Cafe/Canteen,"41 White Church Lane, London",E1 7QR,Tower Hamlets,-0.0692500025033951,51.5155868530273,BAKERY_CAFE,VERIFIED_CANDIDATE
1784662,Alba x Whitechapel Gallery,alba x whitechapel gallery,Restaurant/Cafe/Canteen,"88 Whitechapel High Street, London",E1 7QX,Tower Hamlets,-0.070496,51.515994,BAKERY_CAFE,VERIFIED_CANDIDATE
548601,Exmouth Coffee Co.,exmouth coffee co,Takeaway/sandwich shop,"83 Whitechapel High Street, London",E1 7QX,Tower Hamlets,-0.070496,51.515994,BAKERY_CAFE,VERIFIED_CANDIDATE
458912,Haajar's Corner,haajar s corner,Retailers - other,"78 Wentworth Street, London",E1 7SA,Tower Hamlets,-0.071866,51.517006,GROCER_BAKERY,VERIFIED_CANDIDATE
1437125,Dauns,dauns,Restaurant/Cafe/Canteen,"Dauns, 77 Wentworth Street, London",E1 7TD,Tower Hamlets,-0.0738028,51.516985,BAKERY_CAFE,VERIFIED_CANDIDATE
1593175,Swan Bakery,swan bakery,Manufacturers/packers,"40 Wentworth Street, London",E1 7TF,Tower Hamlets,-0.0746996,51.5167059,CORE_BAKERY,VERIFIED_CANDIDATE
530834,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's, 27 Mansell Street, London",E1 8AA,Tower Hamlets,-0.0730757,51.5135059,GROCER_BAKERY,LOCATION_VERIFICATION
68250,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"21 Mansell Street, London",E1 8DA,Tower Hamlets,-0.071186,51.513659,BAKERY_CAFE,LOCATION_VERIFICATION
1155307,Yo Yo Oriental Supermarket,yo yo oriental supermarket,Retailers - supermarkets/hypermarkets,"Yo Yo Oriental Supermarket, 61a Alie Street, London",E1 8EB,Tower Hamlets,-0.0699968,51.5143454,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
493843,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's  Unit 2 Southwest Block, Goodmans Fields, London",E1 8EJ,Tower Hamlets,-0.0685586,51.512843,GROCER_BAKERY,LOCATION_VERIFICATION
1947202,Convenience 65 (Aldgate East),convenience 65 aldgate east,Retailers - other,"Convenience 65 (Aldgate East)  Unit 3, 7 Leman Street, London",E1 8EN,Tower Hamlets,-0.0713426,51.5148313,GROCER_BAKERY,VERIFIED_CANDIDATE
1956212,Tesco Stores Limited,tesco stores limited,Retailers - supermarkets/hypermarkets,"Tesco (6437) Aldgate East Express Unit 1 NW Block Goodsmans Field, 39 Leman Street, London",E1 8PU,Tower Hamlets,,,GROCER_BAKERY,LOCATION_VERIFICATION
1739206,Kova Patisserie,kova patisserie,Restaurant/Cafe/Canteen,"Kova Patisserie  Unit 5 North East Block Goodman's Fields, 27 Piazza Walk, London",E1 8QH,Tower Hamlets,-0.0685865,51.5138866,BAKERY_CAFE,LOCATION_VERIFICATION
1316865,Tian Tian Markets,tian tian markets,Retailers - supermarkets/hypermarkets,"Tian Tian Markets  Unit 2 & 3, 18 Piazza Walk, London",E1 8ZN,Tower Hamlets,-0.0688317,51.5135399,GROCER_BAKERY,VERIFIED_CANDIDATE
1363160,Basirs Bakery,basirs bakery,Restaurant/Cafe/Canteen,"Basirs Bakery, 227 East India Dock Road, London",E14 0EG,Tower Hamlets,-0.0111272,51.5114784,CORE_BAKERY,VERIFIED_CANDIDATE
82952,Spar/Cotton Street Service Station,spar cotton street service station,Retailers - other,"Spar/Cotton Street Service Station, 40 Cotton Street, London",E14 0EL,Tower Hamlets,-0.0108417,51.5107541,GROCER_BAKERY,VERIFIED_CANDIDATE
1688279,Layers Bakery,layers bakery,Manufacturers/packers,"Unit 4, 68 Orchard Place, London",E14 0JW,Tower Hamlets,0.0075926,51.5085062,BAKERY_CAFE,VERIFIED_CANDIDATE
39792,Family Shop,family shop,Retailers - other,"Family Shop, 201a Abbott Road, London",E14 0NE,Tower Hamlets,-0.006599,51.5155023,GROCER_BAKERY,VERIFIED_CANDIDATE
61702,Umar Veg Ltd,umar veg ltd,Retailers - other,"42-44 Aberfeldy Street, London",E14 0NU,Tower Hamlets,-0.005823,51.513392,GROCER_BAKERY,VERIFIED_CANDIDATE
1425378,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Sainsbury's, 50 Hopewell Square, London",E14 0SY,Tower Hamlets,0.0066661,51.5134726,GROCER_BAKERY,LOCATION_VERIFICATION
1174107,The Espresso Room Limited,the espresso room limited,Restaurant/Cafe/Canteen,"English National Ballet, 41 Hopewell Square, London",E14 0SY,Tower Hamlets,0.0065310001373291,51.5128784179688,BAKERY_CAFE,VERIFIED_CANDIDATE
1733488,Almari,almari,Restaurant/Cafe/Canteen,"71 New Village Avenue, London",E14 0TE,Tower Hamlets,-0.0045836,51.5124823,BAKERY_CAFE,VERIFIED_CANDIDATE
96577,Morrisons Daily & Subway,morrisons daily and subway,Retailers - other,"Morrisons Daily & Subway, 1 Newport Avenue, London",E14 2ED,Tower Hamlets,-0.0019685,51.5090114,GROCER_BAKERY,VERIFIED_CANDIDATE
150650,Asda,asda,Retailers - supermarkets/hypermarkets,"Asda  Unit 2, 151 East Ferry Road, London",E14 3BT,Tower Hamlets,-0.013592,51.4942535,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
87265,Oguz Food & Wine Ltd,oguz food and wine ltd,Retailers - other,"Oguz Food & Wine Ltd, 27 Castalia Square, London",E14 3PQ,Tower Hamlets,-0.0105588,51.4985064,GROCER_BAKERY,VERIFIED_CANDIDATE
70070,"Pret A Manger, Tower Kiosk",pret a manger tower kiosk,Restaurant/Cafe/Canteen,"1 Canada Square, London",E14 4AA,Tower Hamlets,,,BAKERY_CAFE,VERIFIED_CANDIDATE
1803924,Yummzy,yummzy,Restaurant/Cafe/Canteen,"Yummzy  Unit S30 FC4, 18-19 Cabot Square, London",E14 4PZ,Tower Hamlets,-0.0238528,51.5048056,BAKERY_CAFE,VERIFIED_CANDIDATE
72303,"Pret A Manger, Cabot Place",pret a manger cabot place,Restaurant/Cafe/Canteen,"Cabot Place East, 15 Cabot Square, London",E14 4QS,Tower Hamlets,-0.021672,51.50519,BAKERY_CAFE,VERIFIED_CANDIDATE
1648075,Buns From Home,buns from home,Manufacturers/packers,"15 Cabot Square, London",E14 4QT,Tower Hamlets,-0.021672,51.50519,CORE_BAKERY,LOCATION_VERIFICATION
1224829,Costa Limited,costa limited,Restaurant/Cafe/Canteen,"Unit RS370, 15 Cabot Square, London",E14 4QT,Tower Hamlets,-0.0214871,51.5052146,BAKERY_CAFE,LOCATION_VERIFICATION
1152083,Bagel Factory,bagel factory,Restaurant/Cafe/Canteen,"Unit 4, 20 Canada Square, London",E14 5AB,Tower Hamlets,-0.0194620005786419,51.5049629211426,BAKERY_CAFE,LOCATION_VERIFICATION
1765688,Blank Street,blank street,Restaurant/Cafe/Canteen,"Unit R430, Canada Place, London",E14 5AB,Tower Hamlets,,,BAKERY_CAFE,LOCATION_VERIFICATION
1634304,Coco di Mama,coco di mama,Restaurant/Cafe/Canteen,"1 Canada Square, London",E14 5AB,Tower Hamlets,-0.019462,51.504964,BAKERY_CAFE,LOCATION_VERIFICATION
99594,Paul UK Canary Wharf,paul uk canary wharf,Retailers - other,"Unit Rp 390 Cabot Place, Cabot Square, London",E14 5AB,Tower Hamlets,-0.019462,51.504964,BAKERY_CAFE,VERIFIED_CANDIDATE
67284,Birleys Baguette Kiosk,birleys baguette kiosk,Restaurant/Cafe/Canteen,"Kiosk 2 Promenade Level, Canada Place, London",E14 5AH,Tower Hamlets,,,BAKERY_CAFE,VERIFIED_CANDIDATE
1648076,Buns From Home,buns from home,Takeaway/sandwich shop,"Kiosk 3D Canada Place Mall, 38 Canada Square, London",E14 5AH,Tower Hamlets,-0.0174278,51.5044536,CORE_BAKERY,LOCATION_VERIFICATION
1908697,Fortnum & Mason,fortnum and mason,Retailers - other,"Unit 3b Canada Place, 38 Canada Square, London",E14 5AH,Tower Hamlets,,,GROCER_BAKERY,LOCATION_VERIFICATION
1874885,Brick Lane Bagels Co,brick lane bagels co,Restaurant/Cafe/Canteen,"Kiosk 5, Reuters Plaza, London",E14 5AJ,Tower Hamlets,-0.019474,51.504343,BAKERY_CAFE,VERIFIED_CANDIDATE
590791,Pure,pure,Restaurant/Cafe/Canteen,"Unit 390, 15 Cabot Square, London",E14 5AX,Tower Hamlets,-0.0203134,51.5050329,BAKERY_CAFE,LOCATION_VERIFICATION
1641217,Bread & Truffle,bread and truffle,Restaurant/Cafe/Canteen,"16-19 Canada Square, London",E14 5EQ,Tower Hamlets,-0.016821,51.5047662,BAKERY_CAFE,LOCATION_VERIFICATION
1648071,Joe Blakes,joe blakes,Restaurant/Cafe/Canteen,"16-19 Canada Square, London",E14 5EW,Tower Hamlets,-0.016307,51.504632,BAKERY_CAFE,VERIFIED_CANDIDATE
75876,Waitrose Food and Home,waitrose food and home,Retailers - supermarkets/hypermarkets,"Waitrose Food and Home, 16-19 Canada Square, London",E14 5EW,Tower Hamlets,-0.0162315,51.5045816,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1619008,Greggs PLC,greggs plc,Manufacturers/packers,"Canary Wharf Underground Station, Bank Street, London",E14 5HL,Tower Hamlets,-0.0194247,51.503597,BAKERY_CAFE,LOCATION_VERIFICATION
1880906,Brother Marcus,brother marcus,Restaurant/Cafe/Canteen,"Brother Marcus Unit 1 YY London, 30 Churchill Place, London",E14 5HX,Tower Hamlets,,,BAKERY_CAFE,LOCATION_VERIFICATION
